Ville,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV
Longueuil,J4L 1M1,10,42,QC,GARDERIE ÉDUCATIVE LES BEAUX OURSINS,GARD,Montérégie,"2465, chemin de Chambly",
Longueuil,J4L 3H5,5,46,QC,GARDERIE ÉDUCATIVE LES GAIS ROSSIGNOLS INC.,GARD,Montérégie,"2831, rue Duclos",CR
Longueuil,J4J 4L3,10,67,QC,GARDERIE ÉDUCATIVE SUR LES PAS DE BAMBI,GARD,Montérégie,"105 911, boulevard Roland Therrien",
Longueuil,J4L 4N6,20,80,QC,GARDERIE ÉDUCATIVE SUR LES TRACES DE BAMBI INC.,GARD,Montérégie,"110, boulevard Roberval Est",
Longueuil,J4N 1R4,15,80,QC,GARDERIE ÉDUCATIVE VERTENDRE,GARD,Montérégie,"1185, chemin du Tremblay",
Longueuil,J4G 2M6,10,57,QC,L'ACADÉMIE DES FUTÉRUSÉS INC.,GARD,Montérégie,"649, rue Adoncour",
Longueuil,J4J 3X3,8,70,QC,L'UNIVERS DE PIGLOO INC.,GARD,Montérégie,"1346, chemin de Chambly",
Longueuil,J4J 3Z6,10,34,QC,LA JUNGLE ÉDUCATIVE À MARIE JO,GARD,Montérégie,"2330, chemin de Chambly",CR
Longueuil,J4N 1A4,0,60,QC,LA MAISON DES ENFANTS MONTESSORI DE LONGUEUIL INC.,GARD,Montérégie,"100 1887, chemin du Tremblay",
Longueuil,J4N 1A4,14,28,QC,LA POUPONNIÈRE MONTESSORI DE LONGUEUIL INC.,GARD,Montérégie,"120 1887, chemin du Tremblay",
Longueuil,J4J 3L9,0,50,QC,LE CYGNE ENCHANTÉ INC.,GARD,Montérégie,"1911, rue McGill",CR
Longueuil,J4M 2W9,20,80,QC,LES CHÉRUBINS DE MÉDICIS INC.,GARD,Montérégie,"3150, rue Belcourt",CR
Longueuil,J4J 3R5,10,66,QC,LES HEUREUX PETITS DAUPHINS,GARD,Montérégie,"1925,  rue Saint Thomas",
Longueuil,J4J 1X3,15,73,QC,LES OISEAUX DE LONGUEUIL,GARD,Montérégie,"310, chemin du Coteau Rouge",CR
Longueuil,J4N 0C9,19,89,QC,LES PETITS CASTORS,GARD,Montérégie,"1875, rue du Caribou, bureau 4",CR
Longueuil,J4K 1Z9,15,63,QC,LES PETITS COEURS D'AMOUR,GARD,Montérégie,"903, rue Front",
Longueuil,J4K 1X8,5,51,QC,LES PETITS LAMBERT,GARD,Montérégie,"1329, chemin du Coteau Rouge",CR
Longueuil,J4N 1A5,29,99,QC,LES PETITS RENARDEAUX,GARD,Montérégie,"1935, chemin du Tremblay",CR
Longueuil,J4K 3R9,15,15,QC,LES POUSSES,GARD,Montérégie,"1085, rue Ste Hélène",
Longueuil,J4K 3R9,0,60,QC,LES POUSSES,GARD,Montérégie,"1050, rue Ste Hélène",
Longueuil,J4J 3Z5,10,45,QC,MES PREMIERS PAS,GARD,Montérégie,"2260, chemin de Chambly",
Longueuil,J4K 2E2,15,80,QC,MON EMPREINTE À MOI,GARD,Montérégie,"1025, boulevard Curé Poirier Ouest",CR
Longueuil,J4J 1W2,15,65,QC,MON RAYON DE SOLEIL,GARD,Montérégie,"1045, chemin du Lac",
Longueuil,J4G 1H7,0,87,QC,ROYAUME DE L'ENFANT,GARD,Montérégie,"125, rue Coulonge",CR
Longueuil,J4L 1H8,0,60,QC,ROYAUME ET SÉJOUR DE L'ENFANT,GARD,Montérégie,"300, rue Toulouse",CR
Longueuil,J4H 1C5,10,80,QC,À CHACUN SON HISTOIRE   VIEUX LONGUEUIL INC.,GARD,Montérégie,"85, rue Saint Charles Ouest, porte 50",
Léry,J6N 0T7,10,70,QC,GARDERIE LES APPRENTIS EXPLORATEURS INC. INSTALLATION LÉRY,GARD,Montérégie,"2, rue Arlette Vincter",CR
Marieville,J3M 1K7,10,60,QC,CENTRE DE LA PETITE ENFANCE MAMIE POM (CHAPEAU MELON),CPE,Montérégie,"2366, rue Du Pont",CR
Marieville,J3M 0C5,10,80,QC,GARDERIE ANGELUS INC.,GARD,Montérégie,"2525A, rue Du Pont",CR
Marieville,J3M 0C5,20,80,QC,GARDERIE L'ANGE RUMIEL INC.,GARD,Montérégie,"2525 B, rue Dupont",
Marieville,J3M 1G7,20,100,QC,GARDERIE MARILIE,GARD,Montérégie,"775, rue Saint Joseph",CR
McMasterville,J3G 6S5,10,54,QC,CPE LES COPAINS D'ABORD INSTALLATION MCMASTERVILLE,CPE,Montérégie,"149, rue du Purvis Club",CR
McMasterville,J3G 6S5,15,45,QC,CPE LES COPAINS D'ABORD INSTALLATION MCMASTERVILLE 2,CPE,Montérégie,"151, rue du Purvis Club",CR
McMasterville,J3G 6S5,15,55,QC,CPE LES COPAINS D'ABORD INSTALLATION MCMASTERVILLE 3,CPE,Montérégie,"155, rue du Purvis Club",CR
McMasterville,J3G 0K2,10,66,QC,GARDERIE LE PETIT SPORT,GARD,Montérégie,"759, boulevard Constable",
McMasterville,J3G 5B1,15,80,QC,LES FRIMOUSSES DE LA VALLÉE,CPE,Montérégie,"300, rue des Camélias",CR
Mercier,J6R 2K8,5,50,QC,C.P.E. PATACHOU,CPE,Montérégie,"962, boulevard Saint Jean Baptiste",CR
Mercier,J6R 2P2,10,80,QC,C.P.E. PATACHOU,CPE,Montérégie,"1, rue de Batiscan",CR
Mercier,J6R 2P2,15,67,QC,C.P.E. PATACHOU,CPE,Montérégie,"3, rue Batiscan",CR
Mercier,J6R 2A9,30,100,QC,GARDERIE BABYNOU,GARD,Montérégie,"539, boul. Saint Jean Baptiste",CR
Mercier,J6R 1E4,30,90,QC,GARDERIE GÉNIES TOUT PETITS II,GARD,Montérégie,"823, boulevard St Jean Baptiste",CR
Mercier,J6R 0G3,20,100,QC,GARDERIE LA PETITE ÉTOILE MAGIQUE,GARD,Montérégie,"103, rue F.P. Labrie",CR
Mercier,J6R 0B1,10,78,QC,GARDERIE MONSIEUR PELUCHE INC.,GARD,Montérégie,"8, rue Josime Pelletier",
Mercier,J6R 1E8,10,78,QC,GARDERIE ÉDUCATIVE MILLE ET UN SOUVENIRS,GARD,Montérégie,"786, boulevard Saint Jean Baptiste",
Mercier,J6R 2K8,15,80,QC,GÉNIE TOUT PETIT,GARD,Montérégie,"869, boulevard Saint Jean Baptiste, porte 102",
Mont Saint Grégoire,J0J 1K0,10,52,QC,GARDERIE LE PETIT COCHON ROSE,GARD,Montérégie,"225, rue Saint Joseph",
Mont Saint Hilaire,J3H 3A3,10,80,QC,ACADÉMIE GUYLAINE BÉDARD,GARD,Montérégie,"55, rue Sainte Anne",
Mont Saint Hilaire,J3H 0C8,15,80,QC,CENTRE DE LA PETITE ENFANCE JOUJOU,CPE,Montérégie,"588, cours de la Raffinerie",CR
Mont Saint Hilaire,J3H 4W6,5,64,QC,CENTRE DE LA PETITE ENFANCE L'APPRENTI SAGE,CPE,Montérégie,"293, rue Savoy",CR
Mont Saint Hilaire,J3H 5R7,10,80,QC,CENTRE DE LA PETITE ENFANCE L'APPRENTI SAGE,CPE,Montérégie,"495, rue des Falaises",CR
Mont Saint Hilaire,J3H 4X2,5,64,QC,CENTRE DE LA PETITE ENFANCE L'APPRENTI SAGE,CPE,Montérégie,"500, rue Jolliet",CR
Mont Saint Hilaire,J3H 5E5,10,80,QC,CENTRE DE LA PETITE ENFANCE ROULE TA POMME INC.,CPE,Montérégie,"911, rue de la Pommeraie",CR
Mont Saint Hilaire,J3H 2R4,15,80,QC,GARDERIE DE LA MONTAGNE MAGIQUE,GARD,Montérégie,"162, rue Sainte Thérèse, porte 1",
Mont Saint Hilaire,J3H 2P4,20,80,QC,GARDERIE DE LA MONTAGNE MAGIQUE 2,GARD,Montérégie,"164, Sainte Thérèse",CR
Mont Saint Hilaire,J3H 4X6,15,80,QC,GARDERIE DU CHEVAL BLANC,GARD,Montérégie,"600, boulevard Sir Wilfrid Laurier",
Mont Saint Hilaire,J3H 0B6,25,100,QC,GARDERIE L'ESPIÈGLERIE,GARD,Montérégie,"950 111, boulevard de la Gare",CR
Mont Saint Hilaire,J3H 0M7,10,80,QC,GARDERIE LES PETITS INVINCIBLES,GARD,Montérégie,"28, rue Brunet",
Napierville,J0J 1L0,10,70,QC,LA CLÉ DES CHAMPS,CPE,Montérégie,"386, rue de l'Église",CR
Notre Dame de l'Île Perrot,J7V 9A1,10,80,QC,CENTRE DE LA PETITE ENFANCE L'ILE AUX TRÉSORS,CPE,Montérégie,"1211, boulevard Virginie Roy",CR
Notre Dame de l'Île Perrot,J7V 9A1,10,80,QC,CENTRE DE LA PETITE ENFANCE L'ÎLE AUX TRÉSORS,CPE,Montérégie,"1200, boulevard Virginie Roy",CR
Notre Dame de l'Île Perrot,J7V 9E2,10,70,QC,CENTRE DE LA PETITE ENFANCE LES PETITS MOUSSES,CPE,Montérégie,"2, rue Hubert Leduc",CR
Ormstown,J0S 1K0,10,80,QC,CENTRE DE LA PETITE ENFANCE ABRACADABRA,CPE,Montérégie,"47, rue Bridge",CR
Otterburn Park,J3H 5T3,20,88,QC,"ACADÉMIE PRÉSCOLAIRE ""LES TRÉSORS DE LA MONTAGNE""",GARD,Montérégie,"506, rue Côté",CR
Otterburn Park,J3H 5E1,10,50,QC,CENTRE DE LA PETITE ENFANCE LA PETITE LOUTRE,CPE,Montérégie,"250, rue Sharron",CR
Otterburn Park,J3H 2H4,5,48,QC,CENTRE DE LA PETITE ENFANCE LA PETITE LOUTRE,CPE,Montérégie,"385, rue Copping",CR
Pincourt,J7V 5L4,10,80,QC,CENTRE DE LA PETITE ENFANCE LA CLAIRE FONTAINE DE PINCOURT,CPE,Montérégie,"263, 5e Avenue",CR
Pincourt,J7V 3R9,15,80,QC,CENTRE DE LA PETITE ENFANCE LES PETITS MOUSSES,CPE,Montérégie,"270, boulevard de l'Île",CR
Pincourt,J7W 3Z1,13,66,QC,GARDERIE ÉDUCTIVE L'ÉLITE 3 PINCOURT INC.,GARD,Montérégie,"344, boulevard Cardinal Léger",
Pincourt,J7W 0K2,15,85,QC,LES MINIS COURTOIS,GARD,Montérégie,"480, avenue Forest",CR
Richelieu,J3L 5R7,15,75,QC,CENTRE DE LA PETITE ENFANCE MAMIE POM (LA RIBAMBELLE),CPE,Montérégie,"703, rue Martel",CR
Rigaud,J0P 1P0,0,8,QC,CENTRE DE LA PETITE ENFANCE LES TOURTERELLES   III,CPE,Montérégie,"126, rue Saint Jean Baptiste",CR
Rigaud,J0P 1P0,10,80,QC,CENTRE DE LA PETITE ENFANCE LES TOURTERELLES INC.,CPE,Montérégie,"126, rue Saint Jean Baptiste",CR
Rigaud,J0P 1P0,15,15,QC,GARDERIE ÉDUCATIVE DAMILIA 2,GARD,Montérégie,"30A, rue Saint Jean Baptiste Ouest",
Rigaud,J0P 1P0,0,80,QC,GARDERIE ÉDUCATIVE DAMILIA INC.,GARD,Montérégie,"30, rue Saint Jean Baptiste Ouest",
Rigaud,J0P 1P0,10,42,QC,GARDERIE ÉDUCATIVE WOOHOO,GARD,Montérégie,"130, rue Saint Jean Baptiste Est",
Rougemont,J0L 1M0,10,60,QC,CENTRE DE LA PETITE ENFANCE MAMIE POM (POMME CÂLINS),CPE,Montérégie,"160, Amédée Côté",CR
Roxton Falls,J0H 1E0,5,29,QC,"CENTRE DE LA PETITE ENFANCE ""LA DOUCE COUVÉE""",CPE,Montérégie,"260, rue Duchaineau",CR
Saint Alexandre,J0J 1S0,10,61,QC,CENTRE DE LA PETITE ENFANCE JOIE DE VIVRE LE CHAMP DES RÈVES,CPE,Montérégie,"456, rue Saint Denis",CR
Saint Amable,J0L 1N0,10,88,QC,CENTRE DE LA PETITE ENFANCE LA PASSERELLE,CPE,Montérégie,"187, rue David",CR
Saint Amable,J0L 1N0,20,80,QC,CENTRE DE LA PETITE ENFANCE LA PASSERELLE,CPE,Montérégie,"179, rue du Colibri",CR
Saint Amable,J0L 1N0,20,72,QC,CENTRE DE LA PETITE ENFANCE MIEL ET MELON,CPE,Montérégie,"333, rue Bianca",CR
Saint Amable,J0L 1N0,5,39,QC,LE P'TIT MONDE DE PEGGY 2,GARD,Montérégie,"520, rue Principale, porte 2",
Saint Amable,J0L 1N0,20,80,QC,LE P'TIT MONDE DE PEGGY 3,GARD,Montérégie,"446, rue Daniel Sud",CR
Saint Basile le Grand,J3N 1K5,14,80,QC,ACADÉMIE SEIGNEURIALE INC.,GARD,Montérégie,"455, rue Principale",
Saint Basile le Grand,J3N 1J8,10,54,QC,"CENTRE DE LA PETITE ENFANCE ""PLAISIR D'ENFANT""",CPE,Montérégie,"312, rue Principale",CR
Saint Basile le Grand,J3N 1L1,0,60,QC,CENTRE DE LA PETITE ENFANCE LES CONTES DE FÉES INC.,CPE,Montérégie,"70, avenue des Pinsons",CR
Saint Basile le Grand,J3N 1A6,15,65,QC,CENTRE DE LA PETITE ENFANCE LES CONTES DE FÉES INC.,CPE,Montérégie,"80A, rue Principale",CR
Saint Basile le Grand,J3N 1C3,10,60,QC,CENTRE DE LA PETITE ENFANCE LES MOUSSES DU MONT INC. INSTALLATION LA BRISE,CPE,Montérégie,"126, boulevard des Trinitaires",CR
Saint Basile le Grand,J3N 1A9,15,42,QC,GARDERIE LE PETIT CERCLE INC.,GARD,Montérégie,"155, boulevard Sir Wilfrid Laurier, portes 101 102 104",
Saint Basile le Grand,J3N 1E7,5,40,QC,GARDERIE SPORTIVE LES PETITS TOURNESOLS INC.,GARD,Montérégie,"218, rue Audet",
Saint Basile le Grand,J3N 1G4,15,80,QC,L'IMAGINETTE INC.,GARD,Montérégie,"23, avenue des Ormes",CR
Saint Basile le Grand,J3N 1L6,10,92,QC,LES MOUSSAILLONS S.B.L.  INC.,GARD,Montérégie,"219, rue Principale",
Saint Basile le Grand,J3N 1L5,5,34,QC,PREMIÉPAS,GARD,Montérégie,"3, rue Daragon",
Saint Blaise sur Richelieu,J0J 1W0,15,74,QC,CENTRE DE LA PETITE ENFANCE JOIE DE VIVRE LES P'TITS BOUTS D'ENTRAIN,CPE,Montérégie,"870, rue Principale",CR
Saint Bruno de Montarville,J3V 4P6,0,60,QC,ACADÉMIE DES SACRÉS COEURS,GARD,Montérégie,"1575, chemin des Vingt",
Saint Bruno de Montarville,J3V 6B2,10,80,QC,CENTRE DE LA PETITE ENFANCE AU PIED DU MONT,CPE,Montérégie,"711, boulevard Clairevue Ouest",CR
Saint Bruno de Montarville,J3V 3R3,10,60,QC,CENTRE DE LA PETITE ENFANCE LES MOUSSES DU MONT INC.  INSTALLATION ALIZÉ,CPE,Montérégie,"1750, rue Roberval",CR
Saint Bruno de Montarville,J3V 6L6,10,68,QC,CENTRE DE LA PETITE ENFANCE LES MOUSSES DU MONT INC. INSTALLATION ROSE DES VENTS,CPE,Montérégie,"775, montée Montarville",CR
Saint Bruno de Montarville,J3V 6H7,10,60,QC,CPE LES COPAINS D'ABORD INSTALLATION ST BRUNO,CPE,Montérégie,"421, rue Jeanne Sauvé",CR
Saint Bruno de Montarville,J3V 0A9,15,80,QC,GARDERIE LE BOISÉ ENCHANTÉ,GARD,Montérégie,"3171, du Sumac",CR
Saint Bruno de Montarville,J3V 2E9,15,100,QC,GARDERIE MONTARVILLE INC.,GARD,Montérégie,"15, rue Saint Jacques",CR
Saint Bruno de Montarville,J3V 3P7,0,49,QC,GARDERIE OLLI,GARD,Montérégie,"1435, rue Roberval",
Saint Bruno de Montarville,J3V 6B1,15,80,QC,LES FLAMBOYANTS DE SAINT BRUNO,GARD,Montérégie,"668, montée Montarville",
Saint Bruno de Montarville,J3V 3L5,5,50,QC,PREMIÉMOS  (HAPPY LEARNERS ACADEMY),GARD,Montérégie,"1460 1466, rue Huet",
Saint Bruno de Montarville,J3V 1Y8,0,42,QC,ÉCOLE PRÉ MATERNELLE TWINKLESTAR INC.,GARD,Montérégie,"36, chemin de la Rabastalière",
Saint Chrysostome,J0S 1R0,20,80,QC,CENTRE DE LA PETITE ENFANCE KALÉIDOSCOPE CHILD CARE CENTER,CPE,Montérégie,"78,  rue Saint Thomas",CR
Saint Clet,J0P 1S0,15,80,QC,LE SERVICE DE GARDE DES SCHTROUMPFS,GARD,Montérégie,"582, route 201",CR
Saint Constant,J5A 2T2,10,70,QC,CENTRE DE LA PETITE ENFANCE KATERI INC.,CPE,Montérégie,"333, boulevard Monchamp",CR
Saint Constant,J5A 2R6,10,54,QC,CPE EN INSTALLATION MONCHAMPIGNON,CPE,Montérégie,"235, boulevard Monchamp",CR
Saint Constant,J5A 0K2,20,80,QC,CPE EN INSTALLATION RONCHAMPIGNON,CPE,Montérégie,"169, rue de Ronsard",CR
Saint Constant,J5A 2A8,10,70,QC,CPE SOLEIL SOURIANT,CPE,Montérégie,"101 26, montée Lasaline",CR
Saint Constant,J5A 2A8,20,80,QC,CPE SOLEIL SOURIANT (INST. ST CONSTANT),CPE,Montérégie,"102 26, montée Lasaline",CR
Saint Constant,J5A 0M3,15,80,QC,GARDERIE BÉBÉKIDZ PLAZA DE LA GARE,GARD,Montérégie,"119, rue Saint Pierre, bureau 101",
Saint Constant,J5A 2N5,0,100,QC,GARDERIE LE PETIT MONDE MARIN,GARD,Montérégie,"2, montée des Bouleaux, bureau 110",CR
Saint Constant,J5A 1W2,20,100,QC,GARDERIE LES MILLE ET UN TRÉSORS,GARD,Montérégie,"101 265, rue Sainte Catherine",CR
Saint Constant,J5A 2G8,0,18,QC,GARDERIE LES P'TITES BRETELLES 2 INC.,GARD,Montérégie,"169A, rue Lasalle",
Saint Constant,J5A 2G8,20,100,QC,GARDERIE LES P'TITES BRETELLES INC.,GARD,Montérégie,"169, rue Lasalle",CR
Saint Constant,J5A 1B8,5,41,QC,GARDERIE ÉDUCATIVE LUMIÈRE DE MA VIE LTÉE,GARD,Montérégie,"25, rue Saint Pierre",
Saint Constant,J5A 1W2,10,86,QC,INSTALLATION LA SOURIS DES CHAMPS,CPE,Montérégie,"305, chemin Sainte Catherine",CR
Saint Cyprien de Napierville,J0J 1L0,15,75,QC,AU GRÉ DU VENT,CPE,Montérégie,"123, Rang Cyr",CR
Saint Césaire,J0L 1T0,5,47,QC,CENTRE DE LA PETITE ENFANCE MAMIE POM (LA FRIMOUSSE),CPE,Montérégie,"1795, avenue Frère André",CR
Saint Césaire,J0L 1T0,20,96,QC,GARDERIE LES CONTES ENCHANTÉS INC.,GARD,Montérégie,"1201, avenue St Paul",CR
Saint Césaire,J0L 1T0,15,95,QC,GARDERIE PLURI'AILES,GARD,Montérégie,"1396, rue Notre Dame, 2e étage",CR
Saint Damase,J0H 1J0,10,60,QC,CENTRE DE LA PETITE ENFANCE LE TEMPS D'UN RÊVE,CPE,Montérégie,"120, rue Monseigneur Decelles",CR
Saint David,J0G 1L0,5,21,QC,LE CHEVAL MARIN,CPE,Montérégie,"25 A, rue Théroux",CR
Saint Denis sur Richelieu,J0H 1K0,10,66,QC,LES PETITS DYNO DENIS,CPE,Montérégie,"276, rue du Collège",CR
Saint Dominique,J0H 1L0,10,60,QC,CENTRE DE LA PETITE ENFANCE DOUX RÉVEIL,CPE,Montérégie,"1215, rue Du Puits",CR
Saint Hubert,J3Y 3R5,0,66,QC,ACADÉMIE AU PAS DE GÉANT,GARD,Montérégie,"6540, chemin de Chambly",
Saint Hubert,J3Y 3R5,25,75,QC,ACADÉMIE AU PAS DE GÉANT 2,GARD,Montérégie,"6600, chemin Chambly",
Saint Hubert,J3Y 8L8,10,78,QC,ACADÉMIE MARIE EMMANUEL,GARD,Montérégie,"5455, rue Canon",CR
Saint Hubert,J3Y 5M4,10,80,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE JEUX,CPE,Montérégie,"3380, rue Rideau",CR
Saint Hubert,J3Z 1C8,10,62,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE JEUX,CPE,Montérégie,"1435, boulevard Gaétan Boucher",CR
Saint Hubert,J4T 1X8,10,60,QC,CENTRE DE LA PETITE ENFANCE CAILLOU LAPIERRE,CPE,Montérégie,"1675, rue Langevin",CR
Saint Hubert,J4T 2V8,10,50,QC,CENTRE DE LA PETITE ENFANCE CAILLOU LAPIERRE,CPE,Montérégie,"1910, boulevard Marie",CR
Saint Hubert,J3Y 8Y9,20,100,QC,CENTRE DE LA PETITE ENFANCE DE LA VOIE LACTÉE,CPE,Montérégie,"6801, route de l'Aéroport",CR
Saint Hubert,J3Y 1A1,0,74,QC,CENTRE DE LA PETITE ENFANCE HELLÉNIQUE PILOUPI,CPE,Montérégie,"5220, rue Grande Allée",CR
Saint Hubert,J3Y 9G7,10,76,QC,CENTRE DE LA PETITE ENFANCE L'ESCOUADE DES MIOCHES,CPE,Montérégie,"4490, rue de Lanaudière",CR
Saint Hubert,J3Y 4S2,0,48,QC,CENTRE DE LA PETITE ENFANCE LA BAGUETTE MAGIQUE,CPE,Montérégie,"3600, rue Paré",CR
Saint Hubert,J3Z 1H8,15,83,QC,CENTRE DE LA PETITE ENFANCE LA MARMICELLE,CPE,Montérégie,"5500, rue David",CR
Saint Hubert,J4T 1Z4,10,56,QC,CENTRE DE LA PETITE ENFANCE LES JOYEUX APPRENTIS,CPE,Montérégie,"1924, boulevard Édouard",CR
Saint Hubert,J3Y 8L5,10,78,QC,CENTRE DE LA PETITE ENFANCE LES JOYEUX CALINOURS,CPE,Montérégie,"4800, boulevard Davis",CR
Saint Hubert,J4T 2P1,10,80,QC,CENTRE DE LA PETITE ENFANCE LES JOYEUX CALINOURS,CPE,Montérégie,"3480, rue MacKay",CR
Saint Hubert,J4T 2L8,10,60,QC,CENTRE DE LA PETITE ENFANCE LES JOYEUX CALINOURS,CPE,Montérégie,"3505, Grand Boulevard",CR
Saint Hubert,J3Y 4N6,10,80,QC,CENTRE DE LA PETITE ENFANCE LES PETITS SEMEURS INC.,CPE,Montérégie,"2401, rue Coderre",CR
Saint Hubert,J3Y 8S4,10,80,QC,CENTRE DE LA PETITE ENFANCE LES PETITS SEMEURS INC.,CPE,Montérégie,"3565, rue Pierre Thomas Hurteau",CR
Saint Hubert,J3Y 2T1,15,59,QC,CENTRE DU DÉVELOPPEMENT DE L'ENFANT MES PREMIERS PAS INC.,GARD,Montérégie,"4195, boulevard Westley",
Saint Hubert,J3Y 6W9,15,95,QC,ENFANTS FLEUR SOLEIL INC.,GARD,Montérégie,"5952, chemin Chambly",CR
Saint Hubert,J3Y 7G5,29,89,QC,GARDERIE DES AMIES RIME INC.,GARD,Montérégie,"5110, boulevard Cousineau, #200B",
Saint Hubert,J4T 2V8,10,72,QC,GARDERIE GRANDIR C'EST MAGIQUE,GARD,Montérégie,"3897, Grande Allée",
Saint Hubert,J3Y 2S3,20,100,QC,GARDERIE LE JARDIN DES COPAINS ST HUBERT,GARD,Montérégie,"6438, Grande Allée",CR
Saint Hubert,J3Y 1B2,15,90,QC,GARDERIE LES PETITS GÉNIES AU BERCEAU 2016 INC.,GARD,Montérégie,"5740, Grande Allée",CR
Saint Hubert,J3Y 4J3,10,80,QC,GARDERIE LES PETITS GÉNIES DE ST HUBERT,GARD,Montérégie,"3150, Montée St Hubert",CR
Saint Hubert,J3Y 6W9,30,95,QC,GARDERIE MAISON DES PETITES FLEURS,GARD,Montérégie,"5950, chemin Chambly",CR
Saint Hubert,J3Y 8N9,0,80,QC,GARDERIE MIMOSA INC.,GARD,Montérégie,"3126, rue Pierre Thomas Hurteau",CR
Saint Hubert,J3Y 1V1,0,60,QC,GARDERIE PETIT GAZOU INC.,GARD,Montérégie,"4220, montée Saint Hubert",CR
Saint Hubert,J4T 2G3,0,80,QC,GARDERIE RUBIS MAGIC INC.,GARD,Montérégie,"3695, boul. Taschereau",
Saint Hubert,J4T 2A2,12,70,QC,GARDERIE ÉDUCATIVE L'ÉDOUARD INC.,GARD,Montérégie,"2095 2099, boulevard Édouard",
Saint Hubert,J3Y 5K2,14,54,QC,GARDERIE ÉDUCATIVE LES AMIS DE SAINT HUBERT,GARD,Montérégie,"7590 7600, chemin de Chambly",
Saint Hubert,J3Y 6W6,10,69,QC,L'ACADÉMIE DES PETITS EXPLORATEURS 2 INC.,GARD,Montérégie,"5949, boulevard Payer",
Saint Hubert,J3Y 6W6,15,75,QC,L'ACADÉMIE DES PETITS EXPLORATEURS INC.,GARD,Montérégie,"5979, boulevard Payer",
Saint Hubert,J3Y 1C4,15,80,QC,L'ACADÉMIE LES PETITS SPORTIFS DE ST. HUBERT,GARD,Montérégie,"7020, Grande Allée",
Saint Hubert,J3Y 7P5,10,66,QC,L'ARBRE ENCHANTEUR,GARD,Montérégie,"5791, boulevard Cousineau",
Saint Hubert,J3Y 7R6,14,80,QC,LA BERGERIE DU ROI INC.,GARD,Montérégie,"4975, boulevard Sir Wilfrid Laurier, 2e étage",CR
Saint Hubert,J4T 3T2,10,78,QC,LA GIRAFE ROSE INC.,GARD,Montérégie,"100 1400, boulevard Edouard, bureau 105",
Saint Hubert,J3Y 5N6,10,42,QC,LA GRANDE ÉCHELLE,GARD,Montérégie,"3572, boulevard Mountainview",
Saint Hubert,J3Y 9E6,15,80,QC,LA PETITE ACADÉMIE MARIE LAURIER (CAMPUS LONGUEUIL),GARD,Montérégie,"4505, rue Leckie",
Saint Hubert,J3Y 8Y3,0,80,QC,LES ESPIÈGLES RIENT INC.,GARD,Montérégie,"3467, boulevard Gaétan Boucher",CR
Saint Hubert,J4T 2Z5,0,63,QC,LES FAUVETTES BLEUES INC.,GARD,Montérégie,"3729, rue Windsor",CR
Saint Hubert,J3Y 1C4,0,30,QC,PRÉMATERNELLE LES PETITS SPORTIFS DE ST HUBERT,GARD,Montérégie,"6990, boulevard Moise Vincent",CR
Saint Hugues,J0H 1N0,10,60,QC,CENTRE DE LA PETITE ENFANCE ENFANT LUMIÈRE,CPE,Montérégie,"175, rue Saint Germain",CR
Saint Hyacinthe,J2T 2H8,20,80,QC,AU PAYS ENCHANTÉ MASKOUTAIN INC.,GARD,Montérégie,"750, rue Villeneuve Ouest",CR
Saint Hyacinthe,J2S 1G5,10,60,QC,"CENTRE DE LA PETITE ENFANCE ""LES JARDINS D'HONORINE"" INC.",CPE,Montérégie,"1025, rue Gauthier",CR
Saint Hyacinthe,J2S 6A5,5,53,QC,"CENTRE DE LA PETITE ENFANCE ""LES JARDINS D'HONORINE"" INC.   MONETTE",CPE,Montérégie,"2800, rue Monette",CR
Saint Hyacinthe,J2S 7J4,10,62,QC,CENTRE DE LA PETITE ENFANCE L'AMIBULLE   INSTALLATION DES MOISSONS,CPE,Montérégie,"1305, boulevard Casavant Est",CR
Saint Hyacinthe,J2R 1B4,10,68,QC,CENTRE DE LA PETITE ENFANCE L'AMIBULLE   INSTALLATION DES SEMAILLES,CPE,Montérégie,"7015, rue des Semailles",CR
Saint Hyacinthe,J2S 9E1,15,80,QC,CENTRE DE LA PETITE ENFANCE LE CARREFOUR DES CHANTERELLES,CPE,Montérégie,"2150, rue Mailhot",CR
Saint Hyacinthe,J2T 0G2,10,62,QC,CENTRE DE LA PETITE ENFANCE LES COQUELICOTS INC.,CPE,Montérégie,"1700, rue Sainte Madeleine",CR
Saint Hyacinthe,J2T 0C9,10,62,QC,CENTRE DE LA PETITE ENFANCE LES COQUELICOTS INC.,CPE,Montérégie,"2420, rue Lambert Sarazin",CR
Saint Hyacinthe,J2R 2J2,10,84,QC,CENTRE DE LA PETITE ENFANCE MAFAMIGARDE,CPE,Montérégie,"13570, avenue de l'Église",CR
Saint Hyacinthe,J2S 4J4,5,39,QC,CENTRE DE LA PETITE ENFANCE MAFAMIGARDE (INST. SAINT HYACINTHE),CPE,Montérégie,"485, avenue Brodeur",CR
