Ville,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV
Saint Laurent,H4S 1N2,10,45,QC,LES MINI WATTS,CPE,Montréal,"3205, rue Guénette",CR
Saint Laurent,H4M 2A3,0,44,QC,LES PETITS TOURNESOL,GARD,Montréal,"240, boulevard Alexis Nihon",
Saint Laurent,H4R 2X7,10,77,QC,P'TIT TRAIN EXPRESS INC.,GARD,Montréal,"3500, boulevard de la Côte Vertu, porte 132",CR
Saint Laurent,H4R 1L1,5,68,QC,PETITE ÉCOLE DE GRANDES DÉCOUVERTES INC.,GARD,Montréal,"2140, rue Lucien Thimens",
Saint Laurent,H4R 2E6,20,58,QC,VOL AU VENT,CPE,Montréal,"2707, boulevard Poirier",CR
Saint Laurent,H4R 2E6,0,62,QC,VOL AU VENT II,CPE,Montréal,"2707, boulevard Poirier, local A",CR
Saint Léonard,H1P 1T9,0,48,QC,ACADÉMIE MONTESSORI DU GRAND MONTRÉAL,GARD,Montréal,"5500, rue Jarry Est",
Saint Léonard,H1R 1A8,0,39,QC,ACADÉMIE PRE SCOLAIRE LES ENFANTS UNIS,GARD,Montréal,"5220, boulevard des Grandes Prairies",
Saint Léonard,H1R 2T2,0,80,QC,ACADÉMIE PRÉ SCOLAIRE FUTURE KIDS INC.,GARD,Montréal,"8065, boulevard Viau, bureau 101",CR
Saint Léonard,H1P 3J4,0,24,QC,ACADÉMIE ÉDUCATIVE PREMIÈRE ÉTAPE,GARD,Montréal,"5630, Jarry Est",
Saint Léonard,H1R 3A6,0,80,QC,CENTRE DE LA PETITE ENFANCE CLARA,CPE,Montréal,"9000, rue Paul Corbeil",CR
Saint Léonard,H1R 3W6,20,80,QC,CENTRE DE LA PETITE ENFANCE CLARA,CPE,Montréal,"5255, rue des Galets",CR
Saint Léonard,H1P 2V6,10,48,QC,CENTRE DE LA PETITE ENFANCE L'ESCARGOT INC.,CPE,Montréal,"8055, rue Collerette",CR
Saint Léonard,H1P 2V6,0,80,QC,CENTRE DE LA PETITE ENFANCE L'ESCARGOT INC.,CPE,Montréal,"8055, rue Collerette",CR
Saint Léonard,H1R 1A1,9,60,QC,CENTRE DE LA PETITE ENFANCE LES CRAYONS MAGIQUES,CPE,Montréal,"4550, boulevard des Grandes Prairies",CR
Saint Léonard,H1P 3G7,20,80,QC,CENTRE DE LA PETITE ENFANCE LES CRAYONS MAGIQUES (INSTALLATION VERMILLON),CPE,Montréal,"6085, boulevard Couture",CR
Saint Léonard,H1P 1V7,0,43,QC,CENTRE DE LA PETITE ENFANCE PIED À PIED,CPE,Montréal,"5863, rue Jarry Est",CR
Saint Léonard,H1P 1N2,0,46,QC,CENTRE EDUCATIF FLEURY INC.,GARD,Montréal,"6365, boulevard Robert",CR
Saint Léonard,H1T 3T4,0,36,QC,"GARDERIE ""LES ENFANTS D'ABORD""",GARD,Montréal,"6163, rue Bélanger",CR
Saint Léonard,H1S 1L3,11,80,QC,GARDERIE AU JARDIN DES MERVEILLES #2,GARD,Montréal,"5278, rue Jean Talon Est",CR
Saint Léonard,H1R 3E6,5,54,QC,GARDERIE AU RENDEZ VOUS DES BOUT'CHOUX,GARD,Montréal,"4701, boulevard Robert",
Saint Léonard,H1S 3C5,0,31,QC,GARDERIE AU ROYAUME DES ÉTOILES,GARD,Montréal,"5555, rue Antonio Dagenais",CR
Saint Léonard,H1P 3J5,10,68,QC,GARDERIE AU ROYAUME DU SOURIRE,GARD,Montréal,"6347, boulevard Couture",
Saint Léonard,H1R 2T6,5,27,QC,GARDERIE AZALÉE INC.,GARD,Montréal,"8395 8397, boulevard Viau",
Saint Léonard,H1R 2T6,15,80,QC,GARDERIE BEL AGIR,GARD,Montréal,"8465, boulevard Viau, bureau 201",
Saint Léonard,H1R 2T6,15,80,QC,GARDERIE BEL AGIR INC.,GARD,Montréal,"8465, boulevard Viau, bureau 200",
Saint Léonard,H1R 0C4,10,80,QC,GARDERIE BOUT CHOU,GARD,Montréal,"9500, boulevard Lacordaire",CR
Saint Léonard,H1P 1A8,14,80,QC,GARDERIE CENTRE ÉDUCATIF IMAGINATION STATION INC. / IMAGINATION STATION DAYCARE LEARNING CENTER INC.,GARD,Montréal,"5845, boulevard Couture",
Saint Léonard,H1T 3T4,5,63,QC,GARDERIE CYMA,GARD,Montréal,"6157, rue Bélanger",CR
Saint Léonard,H1R 3E6,0,15,QC,GARDERIE DES ANGES GARDIENS,GARD,Montréal,"4731, boulevard Robert",CR
Saint Léonard,H1S 1M8,0,58,QC,GARDERIE DES ENFANTS MODÈLES & MONTESSORI INC.,GARD,Montréal,"6274, rue Jean Talon Est",CR
Saint Léonard,H1R 1X6,15,80,QC,GARDERIE EDUCATIVE ROYAUME DES PETITS,GARD,Montréal,"4619, rue Jarry Est",CR
Saint Léonard,H1P 1M9,0,50,QC,GARDERIE EN ACTION II INC./ACTION DAYCARE II INC.,GARD,Montréal,"6013, boulevard Robert",
Saint Léonard,H1P 1M9,0,80,QC,GARDERIE EN ACTION INC./ACTION DAYCARE INC.,GARD,Montréal,"6011, boulevard Robert",CR
Saint Léonard,H1R 2T9,15,75,QC,GARDERIE ET ACADÉMIE AU JARDIN DES PETITS INC.,GARD,Montréal,"8675, boulevard Viau",
Saint Léonard,H1P 2C1,0,80,QC,GARDERIE ET MATERNELLE LE MONDE DES PETITS INC.,GARD,Montréal,"8320, boulevard Langelier",CR
Saint Léonard,H1R 1X9,10,55,QC,GARDERIE IL ETAIT UNE FOIS INC.,GARD,Montréal,"4898, rue Jarry Est",CR
Saint Léonard,H1R 1X9,0,80,QC,GARDERIE JARRY INC.,GARD,Montréal,"4870, rue Jarry Est",CR
Saint Léonard,H1S 1M9,0,52,QC,GARDERIE L'UNIVERS DE L'ILIAN INC.,GARD,Montréal,"6165, rue Jean Talon Est",
Saint Léonard,H1P 3E6,0,80,QC,GARDERIE LANGELIER INC.,GARD,Montréal,"8990, boulevard Langelier",CR
Saint Léonard,H1S 1K4,5,30,QC,GARDERIE LE COIN DES AMIS INC.,GARD,Montréal,"4833, rue Jean Talon Est",
Saint Léonard,H1R 2B7,5,55,QC,GARDERIE LE NID DES PAPILLONS INC.,GARD,Montréal,"9282, boulevard Lacordaire",
Saint Léonard,H1P 1W5,10,80,QC,GARDERIE LES CAJOLYNS INC.,GARD,Montréal,"6611, rue Jarry Est",CR
Saint Léonard,H1R 1K2,10,75,QC,GARDERIE LES MINIS EINSTEIN INC.,GARD,Montréal,"5250, rue Dujarié",CR
Saint Léonard,H1S 2N2,0,58,QC,GARDERIE LES P'TITS BONHOMMES LTÉE,GARD,Montréal,"7474, rue Millet",CR
Saint Léonard,H1R 3J8,10,60,QC,GARDERIE LES PETITES COLOMBES,GARD,Montréal,"4385, rue Denis Papin",
Saint Léonard,H1R 1X2,5,47,QC,GARDERIE LES PETITS POUSSINS BLEUS INC.,GARD,Montréal,"4313, rue Jarry Est",
Saint Léonard,H1R 2V3,10,52,QC,GARDERIE ÉDUCATIVE AU JARDIN DES PETITS INC.,GARD,Montréal,"8930, boulevard Viau",
Saint Léonard,H1R 3E9,9,53,QC,GARDERIE ÉDUCATIVE AU PARADIS DES PETITS INC.,GARD,Montréal,"4705, boulevard Lavoisier",CR
Saint Léonard,H1R 2T7,9,56,QC,GARDERIE ÉDUCATIVE DE CHENILLE À PAPILLON INC.,GARD,Montréal,"8450, boulevard Viau",CR
Saint Léonard,H1P 3C5,10,80,QC,GARDERIE ÉDUCATIVE ET PRÉMATERNELLE LE MONDE DES MERVEILLES INC.,GARD,Montréal,"8500, boulevard Langelier",CR
Saint Léonard,H1S 1K2,10,51,QC,GARDERIE ÉDUCATIVE LA REINE DES NEIGES INC.,GARD,Montréal,"4820, rue Jean Talon Est",
Saint Léonard,H1P 2C2,10,38,QC,GARDERIE ÉDUCATIVE PICCOLI BOUTCHOUX,GARD,Montréal,"8446, boulevard Langelier",
Saint Léonard,H1S 1R5,0,60,QC,GARDERIE ÉTOILE DU MATIN,GARD,Montréal,"6055, rue La Dauversière",CR
Saint Léonard,H1T 3T4,0,60,QC,JARDIN D'ENFANTS MA PREMIÈRE CLASSE INC.,GARD,Montréal,"6065, rue Bélanger",CR
Saint Léonard,H1P 3C8,5,52,QC,L'UNIVERS DE LOULOU,GARD,Montréal,"8936, boulevard Langelier",
Saint Léonard,H1P 1W1,5,34,QC,LE PETIT MONDE DE MERIEM INC.,GARD,Montréal,"6275, rue Jarry Est",
Saint Léonard,H1P 3C8,5,67,QC,LE ROYAUME DE LUCIE INC.,GARD,Montréal,"8952, boulevard Langelier",CR
Saint Léonard,H1S 1M8,5,30,QC,LES AMIS DE YANI,GARD,Montréal,"6234, rue Jean Talon Est",
Sainte Anne de Bellevue,H9X 1Y9,10,44,QC,AU COQUELICOT GÉANT INC.,CPE,Montréal,"305, boulevard des Anciens Combattants",CR
Sainte Anne de Bellevue,H9X 2E3,10,60,QC,CENTRE DE LA PETITE ENFANCE DU CAMPUS/CAMPUS EARLY CHILDHOOD CENTRE,CPE,Montréal,"1, rue Maple",CR
Sainte Anne de Bellevue,H9X 4C8,0,80,QC,CENTRE ÉDUCATIF À CIEL OUVERT (STE ANNE),GARD,Montréal,"180, rue Zénon Gareau",CR
Sainte Geneviève,H9H 1C7,25,72,QC,CENTRE DE LA PETITE ENFANCE LUMINOU,CPE,Montréal,"16115, boulevard Gouin Ouest",CR
Sainte Geneviève,H9H 1C7,0,54,QC,CENTRE DE LA PETITE ENFANCE LUMINOU 2,CPE,Montréal,"16115, boulevard Gouin Ouest, bureau 300",CR
Sainte Geneviève,H9H 2S6,13,51,QC,GARDERIE LES PETITS ANGES,GARD,Montréal,"19, rue Paiement",
Sainte Geneviève,H9H 1C4,10,48,QC,GARDERIE RAFIKKI ET MOI,GARD,Montréal,"15734, boulevard Gouin Ouest",
Sainte Geneviève,H9H 1G4,0,80,QC,LA GARDERIE ÉDUCATIVE DES PETITS AMIS,GARD,Montréal,"15728, rue de la Caserne",CR
Verdun,H4G 2A8,0,72,QC,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,CPE,Montréal,"4400, boulevard Lasalle",CR
Verdun,H4G 2P2,10,40,QC,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,CPE,Montréal,"202, rue Galt",CR
Verdun,H4H 1V4,10,26,QC,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,CPE,Montréal,"1261, rue Argyle",CR
Verdun,H4G 1E3,0,41,QC,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,CPE,Montréal,"4501, rue Bannantyne, rez de chaussée",CR
Verdun,H4G 1E3,0,20,QC,CENTRE DE LA PETITE ENFANCE COMMUNAUTAIRE LES TROTTINETTES,CPE,Montréal,"4501, rue Bannantyne, 2e étage",CR
Verdun,H3E 1E7,0,60,QC,CENTRE DE LA PETITE ENFANCE DE L'ÎLE DES SOEURS,CPE,Montréal,"532, rue de Gaspé",CR
Verdun,H3E 1A8,0,36,QC,CENTRE DE LA PETITE ENFANCE DE L'ÎLE DES SOEURS,CPE,Montréal,"550, chemin du Golf, bureau 201, 1 DS",CR
Verdun,H4H 1A8,10,78,QC,CENTRE DE LA PETITE ENFANCE FUNVILLE,CPE,Montréal,"7000, boulevard Champlain",CR
Verdun,H4H 2R2,15,80,QC,CENTRE DE LA PETITE ENFANCE LES PETITS LAPINS,CPE,Montréal,"1355, rue Clémenceau",CR
Verdun,H4H 2B7,0,39,QC,CENTRE DE LA PETITE ENFANCE RIVERVIEW,CPE,Montréal,"1040, rue Godin",CR
Verdun,H4H 1S6,10,86,QC,CENTRE DE LA PETITE ENFANCE SOLEIL LE VENT/RISING SUN CHILDCARE CENTRE,CPE,Montréal,"600, avenue Desmarchais",CR
Verdun,H4G 1X8,10,52,QC,CENTRE PAUSE PARENTS ENFANTS,CPE,Montréal,"4901, rue Wellington",CR
Verdun,H4G 1T3,15,56,QC,CENTRE PAUSE PARENTS ENFANTS,CPE,Montréal,"3550, rue Wellington",CR
Verdun,H4H 1J4,10,36,QC,CENTRE ÉDUCATIF LES PETITS PANDAS INC.,GARD,Montréal,"6201, avenue Bannantyne",
Verdun,H4G 2M8,0,52,QC,CPE CHEZ PICOTINE   INSTALLATION FANTOCHE,CPE,Montréal,"722, rue de l'Église",CR
Verdun,H4G 2M8,15,39,QC,CPE CHEZ PICOTINE   INSTALLATION POILDEPLUCH,CPE,Montréal,"720, rue de l'Église",CR
Verdun,H4H 1L3,15,80,QC,GARDERIE A B C (VERDUN) INC.,GARD,Montréal,"5639, rue de Verdun",CR
Verdun,H3E 2B2,0,60,QC,GARDERIE DA DO INC.,GARD,Montréal,"2, Place des Jardins  des  Vosges, bureau 101",
Verdun,H3E 1A2,0,75,QC,GARDERIE ET JARDIN D'ENFANTS MONTESSORI INC. / MONTESSORI NURSERY AND DAY CARE CENTER INC.,GARD,Montréal,"1, place du Commerce, bureau 150",CR
Verdun,H3E 3B3,15,80,QC,GARDERIE K.I.D.S. ÎLE DES SOEURS,GARD,Montréal,"1, Carrefour Alexander Graham Bell, AG 10",CR
Verdun,H4G 2M7,0,20,QC,GARDERIE LE LAC DES CYGNES INC.,GARD,Montréal,"545, rue de l'Église",
Verdun,H4H 1V8,10,100,QC,GARDERIE LES MINOIS FRIPONS INC.,GARD,Montréal,"640, rue Woodland",CR
Verdun,H4G 1K5,10,48,QC,GARDERIE LES PETITS ATHLÈTES VERDUN,GARD,Montréal,"3501, rue de Verdun",
Verdun,H4G 1X9,10,74,QC,GARDERIE LES PETITS HARVARD INC.,GARD,Montréal,"5040, rue Wellington",CR
Verdun,H4H 1V6,0,20,QC,GARDERIE LES PETITS OISEAUX INC.,GARD,Montréal,"254, rue Woodland",CR
Verdun,H4H 1N3,0,30,QC,GARDERIE LES PETITS TRÉSORS,GARD,Montréal,"5301, rue Wellington",
Verdun,H4G 1V2,8,45,QC,GARDERIE MINI MONDE,GARD,Montréal,"3692, rue Wellington",
Verdun,H4G 2A8,10,53,QC,GARDERIE MON PETIT MONDE À VERDUN INC.,GARD,Montréal,"4346, boulevard Lasalle",
Verdun,H4H 1Z1,14,60,QC,GARDERIE RÊVE D'ENFANCE,GARD,Montréal,"985, rue Moffat",CR
Verdun,H4G 1L1,0,32,QC,GARDERIE ÉDUCATIVE ASSILA INC.,GARD,Montréal,"3901, rue de Verdun",
Verdun,H4H 1M5,20,78,QC,GARDERIE ÉDUCATIVE DES PETITS JOYEUX,GARD,Montréal,"5967, rue de Verdun",
Verdun,H4G 1Z4,10,52,QC,GARDERIE ÉDUCATIVE L'ÎLE D'AMOUR INC.,GARD,Montréal,"3517, boulevard LaSalle",
Verdun,H3E 1T9,20,80,QC,GARDERIE ÉDUCATIVE PEEKABOO,GARD,Montréal,"3000, boulevard René Lévesque, bureau 180",
Verdun,H3E 1T9,0,42,QC,GARDERIE ÉDUCATIVE PEEKABOO II,GARD,Montréal,"3000, boulevard René Lévesque, bureau 150",
Verdun,H4G 2N8,30,100,QC,GARDERIE ÉDUCATIVE PETIT À PETIT VERDUN INC.,GARD,Montréal,"1099, rue de l'Église",CR
Verdun,H3E 1T5,15,79,QC,GARDERIE ÉDUCATIVE SUR L'ISLE,GARD,Montréal,"14, place du Commerce, bureau 50",CR
Verdun,H4G 2Y8,0,18,QC,KONEKU   GARDERIE ÉDUCATIVE TRILINGUE,GARD,Montréal,"17, 5e Avenue",
Verdun,H3E 1A8,10,62,QC,L'ILE DES PETITS,GARD,Montréal,"710, chemin Du Golf",
Verdun,H4G 1N7,15,45,QC,LA FORÊT DE MAPLE / MAPLE'S FOREST,GARD,Montréal,"5171, rue de Verdun",CR
Verdun,H4H 1W2,5,72,QC,LA MAISON MONTESSORI DE VERDUN,GARD,Montréal,"1250, rue Woodland",CR
Verdun,H4G 1C4,15,22,QC,LA POUPONNIÈRE DE VERDUN INC.,GARD,Montréal,"4107, rue Bannantyne",
Verdun,H4G 1E7,10,40,QC,LES ANGES DU BONHEUR,GARD,Montréal,"4824, rue Bannantyne",
Verdun,H4H 1P2,5,20,QC,LES PETITS GÉNIES DE VERDUN INC.,GARD,Montréal,"5365, boulevard LaSalle",
Verdun,H4G 3C6,10,80,QC,PARMINOU,CPE,Montréal,"25, rue Troy",CR
Verdun,H3E 1J6,15,80,QC,TALENTS123 CENTRE ÉDUCATIF INC.,GARD,Montréal,"40, place du Commerce, bureau 7",
Westmount,H3Z 1A5,0,60,QC,CENTRE DE LA PETITE ENFANCE NARNIA INC.,CPE,Montréal,"4100, rue Sherbrooke Ouest, bureau 200",CR
Westmount,H3Z 1W1,0,80,QC,CENTRE DE LA PETITE ENFANCE ST ANDREW/ ST.ANDREW'S EARLY CHILDHOOD CENTER,CPE,Montréal,"151, avenue Hillside",CR
Westmount,H3Z 1Z9,0,62,QC,CENTRE DE LA PETITE ENFANCE TERRE DES ENFANTS INC.,CPE,Montréal,"1090, avenue Greene",CR
Westmount,H3Y 2Z5,0,75,QC,FOUNDATION SCHOOL DAY CARE CENTER,GARD,Montréal,"405, avenue Metcalfe",
Westmount,H3Z 1L9,0,59,QC,GARDERIE FUN ACADEMY INC.,GARD,Montréal,"4691, boulevard de Maisonneuve Ouest",
Westmount,H3Z 1S8,10,80,QC,GARDERIE K.I.D.S. WESTMOUNT II,GARD,Montréal,"4795, rue Sainte Catherine Ouest, bureau 100",CR
Westmount,H3Z 1R6,10,80,QC,GARDERIE K.I.D.S. WESTMOUNT INC.,GARD,Montréal,"4467, rue Sainte Catherine Ouest, bureau 100",CR
Campbell's Bay,J0X 1K0,5,47,QC,CENTRE DE LA PETITE ENFANCE 1 2 3 PICABOU,CPE,Outaouais,"166, rue Front",CR
Cantley,J8V 3T5,15,83,QC,CENTRE DE LA PETITE ENFANCE AUX PETITS CAMPAGNARDS INC.,CPE,Outaouais,"90, rue du Commandeur",CR
Cantley,J8V 3T5,15,58,QC,CENTRE DE LA PETITE ENFANCE AUX PETITS CAMPAGNARDS INC.,CPE,Outaouais,"78, rue du Commandeur",CR
Cantley,J8V 3B5,15,80,QC,GARDERIE IMAGINE DES COLLINES 1 INC.,GARD,Outaouais,"19, rue Nicole",CR
Cantley,J8V 0J2,5,31,QC,GARDERIE ÉDUCATIVE LILIBELLULES INC.,GARD,Outaouais,"393, montée de la Source, suite 201",
Chelsea,J9B 1L5,10,52,QC,CENTRE DE LA PETITE ENFANCE AUX NIDS DES PETITS,CPE,Outaouais,"35, chemin Côte d'un Mille",CR
Chelsea,J9B 1L2,10,54,QC,CENTRE ÉDUCATIF DE CHELSEA,GARD,Outaouais,"528, route 105",CR
Chelsea,J9B 1K9,0,60,QC,MAISON MONTESSORI DE CHELSEA,CPE,Outaouais,"66, chemin Old Chelsea",CR
Chénéville,J0V 1E0,5,31,QC,GARDERIE LE MOUTON NOIR INSTALLATION CHÉNÉVILLE,GARD,Outaouais,"128, rue Albert Ferland",CR
Gatineau,J9H 1Z2,20,60,QC,CENTRE ÉDUCATIF LA PASSERELLE   AYLMER,GARD,Outaouais,"147, chemin Vanier",CR
Gatineau,J9H 0K3,20,80,QC,GARDERIE MONTESSORI DU CONNAUGHT II,GARD,Outaouais,"215, rue Nancy Elliott",
Gatineau,J8R 0J9,20,80,QC,GARDERIE ÉDUCATIVE LES AMIS DE LA VALLÉE,GARD,Outaouais,"530, chemin Industriel",CR
Gatineau,J8Z 1J1,20,76,QC,GARDERIE ÉDUCATIVE LES TRÉSORS DE MYMI INC.,GARD,Outaouais,"34, boulevard Mont Bleu unité 2",CR
Gatineau,J8P 5B7,0,48,QC,ACADÉMIE TRIVIUM INC.,GARD,Outaouais,"88, rue Jean René Monette",
Gatineau,J8V 3Y8,10,44,QC,AMI CALIN GARDERIE INC.,GARD,Outaouais,"36, rue de Lotbinière, bureau B",
Gatineau,J9A 1L8,10,60,QC,C.P.E. L'UNIVERS DES PETITS INSTALLATION HULL,CPE,Outaouais,"325, boulevard Alexandre Taché",CR
Gatineau,J8V 3P9,20,100,QC,CENTRE D'ÉDUCATION PRÉSCOLAIRE LA CITÉ INC.,GARD,Outaouais,"144, rue de Morency",CR
Gatineau,J8V 3Y8,10,80,QC,CENTRE D'ÉVEIL DEVENIR GRAND,GARD,Outaouais,"36, rue de Lotbinière",CR
Gatineau,J8P 2N1,0,34,QC,CENTRE DE LA PETITE ENFANCE ALAKAZOU INC.,CPE,Outaouais,"454, rue Joseph Demontigny",CR
Gatineau,J8R 3P2,10,70,QC,CENTRE DE LA PETITE ENFANCE ALAKAZOU INC.,CPE,Outaouais,"425, rue Nobert",CR
Gatineau,J8Y 6X6,15,80,QC,CENTRE DE LA PETITE ENFANCE AU PAYS DES ANGES,CPE,Outaouais,"11, rue Roy",CR
Gatineau,J8Y 3R7,10,67,QC,CENTRE DE LA PETITE ENFANCE AUX NIDS DES PETITS,CPE,Outaouais,"138, rue Loïs",CR
Gatineau,J9H 6K6,0,68,QC,CENTRE DE LA PETITE ENFANCE AUX PETITS LURONS,CPE,Outaouais,"115, rue Front",CR
Gatineau,J9H 6P3,10,80,QC,CENTRE DE LA PETITE ENFANCE AUX PETITS LURONS,CPE,Outaouais,"104, chemin Eardley",CR
Gatineau,J9J 2S1,5,39,QC,CENTRE DE LA PETITE ENFANCE AUX PETITS LURONS,CPE,Outaouais,"272, rue des Thuyas",CR
Gatineau,J8Y 5A8,10,62,QC,CENTRE DE LA PETITE ENFANCE AUX TROIS POMMES,CPE,Outaouais,"30, rue Labelle",CR
Gatineau,J8Y 4H8,0,52,QC,CENTRE DE LA PETITE ENFANCE AUX TROIS POMMES,CPE,Outaouais,"122, rue Berri",CR
Gatineau,J8T 1R2,25,32,QC,CENTRE DE LA PETITE ENFANCE BÉBÉJOU,CPE,Outaouais,"179, chemin de la Savane",CR
Gatineau,J8T 7L5,20,80,QC,CENTRE DE LA PETITE ENFANCE BÉBÉJOU,CPE,Outaouais,"35, rue de Sillery",CR
Gatineau,J8Y 1R7,15,65,QC,CENTRE DE LA PETITE ENFANCE CHEZ CORNEMUSE,CPE,Outaouais,"46 B, boulevard Saint Raymond",CR
Gatineau,J8Z 2M3,0,58,QC,CENTRE DE LA PETITE ENFANCE COOP LIBELLE,CPE,Outaouais,"355, boulevard de la Cité des Jeunes",CR
Gatineau,J8Z 2M3,15,59,QC,CENTRE DE LA PETITE ENFANCE COOP LIBELLE,CPE,Outaouais,"365, boulevard de la Cité des Jeunes",CR
Gatineau,J8Y 6M3,20,80,QC,CENTRE DE LA PETITE ENFANCE COOP LIBELLE   INSTALLATION JEUNE RONDE,CPE,Outaouais,"140, boulevard Lionel Émond",CR
Gatineau,J8T 5Z7,15,80,QC,CENTRE DE LA PETITE ENFANCE COUP DE POUCE INC.,CPE,Outaouais,"110, rue Nelligan",CR
Gatineau,J8V 1C5,15,80,QC,CENTRE DE LA PETITE ENFANCE DE L'ÉRABLIÈRE,CPE,Outaouais,"45, chemin des Érables, local 2",CR
Gatineau,J8V 1C5,15,80,QC,CENTRE DE LA PETITE ENFANCE DE L'ÉRABLIÈRE,CPE,Outaouais,"45, chemin des Érables, local 1",CR
Gatineau,J8Z 2H8,15,80,QC,CENTRE DE LA PETITE ENFANCE DES HAUTES PLAINES,CPE,Outaouais,"475, boulevard des Hautes Plaines",CR
Gatineau,J9A 3K2,20,80,QC,CENTRE DE LA PETITE ENFANCE DES PREMIERS PAS,CPE,Outaouais,"165, rue de l'Atmosphère",CR
Gatineau,J8Y 3B5,15,60,QC,CENTRE DE LA PETITE ENFANCE DU PORTAGE,CPE,Outaouais,"200, rue Montcalm",CR
Gatineau,J9H 1E9,10,60,QC,CENTRE DE LA PETITE ENFANCE GRANDE RIVIÈRE,CPE,Outaouais,"44, rue Elizabeth",CR
Gatineau,J8T 3H7,10,80,QC,CENTRE DE LA PETITE ENFANCE L'ARCHE DES PETITS,CPE,Outaouais,"96, rue de la Baie",CR
Gatineau,J8P 7V9,10,78,QC,CENTRE DE LA PETITE ENFANCE L'ARCHE DES PETITS,CPE,Outaouais,"24, rue de Vauquelin",CR
Gatineau,J8X 1N5,0,47,QC,CENTRE DE LA PETITE ENFANCE L'ÎLE DES ENFANTS INC.,CPE,Outaouais,"296, boulevard des Allumettières",CR
Gatineau,J8P 4A4,0,54,QC,CENTRE DE LA PETITE ENFANCE LA CIBOULETTE DE GATINEAU,CPE,Outaouais,"155, rue Vianney",CR
Gatineau,J8T 6G8,10,62,QC,CENTRE DE LA PETITE ENFANCE LA GATINERIE,CPE,Outaouais,"32, rue de l'Acadie",CR
Gatineau,J8L 1K4,10,52,QC,CENTRE DE LA PETITE ENFANCE LA GRANDE ENVOLÉE,CPE,Outaouais,"154, rue MacLaren Est",CR
Gatineau,J8M 1K3,10,76,QC,CENTRE DE LA PETITE ENFANCE LA GRANDE ENVOLÉE (2),CPE,Outaouais,"75, chemin de Montréal Est",CR
Gatineau,J8V 3X5,15,65,QC,CENTRE DE LA PETITE ENFANCE LA JONGLERIE INC.,CPE,Outaouais,"551, boulevard de l'Hôpital",CR
Gatineau,J8P 6P4,15,80,QC,CENTRE DE LA PETITE ENFANCE LA JONGLERIE INC.,CPE,Outaouais,"479, avenue du Cheval Blanc",CR
Gatineau,J8T 6J8,0,52,QC,CENTRE DE LA PETITE ENFANCE LA NACELLE INC.,CPE,Outaouais,"26, rue d'Auvergne",CR
Gatineau,J8X 4C2,5,44,QC,CENTRE DE LA PETITE ENFANCE LE BALUCHON   INSTALLATION JOS MONTFERRAND,CPE,Outaouais,"170, rue de l'Hôtel de Ville, local 1.120",CR
Gatineau,J8Y 6A3,20,80,QC,CENTRE DE LA PETITE ENFANCE LE BALUCHON INC.,CPE,Outaouais,"100, rue Bédard",CR
Gatineau,J8T 2Z9,0,45,QC,CENTRE DE LA PETITE ENFANCE LE BONJOUR,CPE,Outaouais,"65, rue Smith",CR
Gatineau,J8T 3H4,5,79,QC,CENTRE DE LA PETITE ENFANCE LE BONJOUR,CPE,Outaouais,"33, rue de la Baie",CR
Gatineau,J8T 4J4,0,66,QC,CENTRE DE LA PETITE ENFANCE LE TAMANOIR,CPE,Outaouais,"89, avenue Gatineau",CR
Gatineau,J8R 2T3,15,65,QC,CENTRE DE LA PETITE ENFANCE LES ENFANTS D'ABORD,CPE,Outaouais,"291, rue de Malartic",CR
Gatineau,J8T 1R2,0,48,QC,CENTRE DE LA PETITE ENFANCE LES FEUX FOLLETS,CPE,Outaouais,"175, chemin de la Savane",CR
Gatineau,J8T 1R2,0,52,QC,CENTRE DE LA PETITE ENFANCE LES FEUX FOLLETS,CPE,Outaouais,"175 A, chemin de la Savane",CR
Gatineau,J8M 1B9,9,60,QC,CENTRE DE LA PETITE ENFANCE LES PETITS FRIPONS,CPE,Outaouais,"42, rue des Servantes",CR
Gatineau,J8M 2C8,9,60,QC,CENTRE DE LA PETITE ENFANCE LES PETITS FRIPONS,CPE,Outaouais,"375, rue des Bouleaux",CR
Gatineau,J8L 3Z6,9,60,QC,CENTRE DE LA PETITE ENFANCE LES PETITS FRIPONS,CPE,Outaouais,"195, avenue Lépine",CR
Gatineau,J8L 3Z6,9,60,QC,CENTRE DE LA PETITE ENFANCE LES PETITS FRIPONS,CPE,Outaouais,"197, avenue Lépine",CR
Gatineau,J8X 3G9,10,52,QC,CENTRE DE LA PETITE ENFANCE LES TERRASSES,CPE,Outaouais,"60, rue laval, suite 105",CR
Gatineau,J8X 2J3,20,80,QC,CENTRE DE LA PETITE ENFANCE LES TERRASSES,CPE,Outaouais,"165, rue Wellington,",CR
Gatineau,J8R 1M9,10,70,QC,CENTRE DE LA PETITE ENFANCE PETITS PIEDS,CPE,Outaouais,"1174 A, boulevard Saint René Est",CR
